,Project ID,country_atlas,un-region,bureau,year,title_atlas,description,sector,budget_atlas,expense,sdgs,solution,donors_atlas,funding source,lifetime budget
2057,84929,MEX,Asia-Pacific Group,RBAP,2018,FSP Sound management of POPs,Manejo Adecuado de Residuos conteniendo Compuestos Orgánicos Persistentes en México,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",702227,708981,"[12, 15, 9]",['Close the energy gap'],['Global Environment Fund Truste'],Non-VF,7506253
2058,62482,MEX,Asia-Pacific Group,RBAP,2018,Eliminación HCFcs en sector de espumas de poliuretano,"Estrategia para la eliminación de HCFcs en sector de espumas de poliuretano, en aplicaciones de placa, en México.","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",614986,597950,"[13, 15, 9]",['Close the energy gap'],['MONTREAL PROTOCOL'],Non-VF,11227753
2059,99291,MEX,Asia-Pacific Group,RBAP,2018,Evaluación de la Reforma Educativa,Evaluación de la Reforma Educativa INEE,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",327659,114667,"[16, 4, 7]","['Strengthen effective, inclusive and accountable governance']","['The National Institute for Edcucation Evaluation (INEE), Mexico']",Non-VF,345534
2060,76581,MEX,Asia-Pacific Group,RBAP,2018,Fort. Inst. de SEMARNAT para aplicación GEF 2013-2018,Fortalecimiento Institucional de la SEMARNAT para la aplicación estratégica de la cooperación con el GEF en las políticas sectoriales 2013-2018,"[{'code': '18', 'name': 'Accelerate structural transformations'}, {'code': '2', 'name': 'Democratic Governance'}]",280232,259812,"[13, 15, 16]",['Close the energy gap'],"['MEX-SECRETARIA DE MEDIO AMBIEN', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,1030746
2061,84934,MEX,Asia-Pacific Group,RBAP,2018,Mecanismo financiero piloto CSA,Desarrollo de un mecanismo financiero piloto para el impulso al mercado de calentadores solares de agua en el sector hotelero de la península de Yucatán.,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",115118,113880,"[1, 13, 7]",['Promote nature-based solutions for a sustainable planet'],['Comisión Nacional para el Uso Eficiente de la Energía'],Non-VF,256487
2062,111102,MEX,Asia-Pacific Group,RBAP,2018,Prueba Piloto Clasificación de Recursos y Reservas,Prueba Piloto para la Clasificación de Recursos y Reservas Petroleras de México conforme a la Clasificación Marco de las Naciones Unidas para la energía fósil y los recursos y reservas minerales 2009.,"[{'code': '18', 'name': 'Accelerate structural transformations'}]",75000,27180,"[13, 7]",['Promote nature-based solutions for a sustainable planet'],['Comisión Nacional de Hidrocarburos(CNH)'],Non-VF,122347
2063,62481,MEX,Asia-Pacific Group,RBAP,2019,MABE - Conversión HCFC-141b en refrigeradores,MABE - Conversión de HCFC-141b en la manufactura de espumas aislantes de polituretano rígido en refrigeradores domésticos.,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",2468400,2435295,"[12, 13, 15]","['Others', 'Close the energy gap']","['ClimateWorks Foundation', 'GOVERNMENT OF CANADA', 'MONTREAL PROTOCOL']",Non-VF,6475954
2064,118860,MEX,Asia-Pacific Group,RBAP,2019,Sinergia para fortalecer gestión ANP,Generar procesos de gestión que fortalezcan a la Comisión Nacional de Áreas Naturales Protegidas.,"[{'code': '18', 'name': 'Accelerate structural transformations'}]",2383620,1929271,[13],['Close the energy gap'],"['MEX-SECRETARIA DE MEDIO AMBIEN', 'SWEDISH INTERNATIONAL DEVELOPMENT COOPERATION (SIDA)', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,14396494
2065,62482,MEX,Asia-Pacific Group,RBAP,2019,Eliminación HCFcs en sector de espumas de poliuretano,"Estrategia para la eliminación de HCFcs en sector de espumas de poliuretano, en aplicaciones de placa, en México.","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",1044584,106682,"[13, 15, 9]",['Close the energy gap'],['MONTREAL PROTOCOL'],Non-VF,11227753
2066,84929,MEX,Asia-Pacific Group,RBAP,2019,FSP Sound management of POPs,Manejo Adecuado de Residuos conteniendo Compuestos Orgánicos Persistentes en México,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",441543,302513,"[12, 15, 9]",['Close the energy gap'],['Global Environment Fund Truste'],Non-VF,7506253
2067,76581,MEX,Asia-Pacific Group,RBAP,2019,Fort. Inst. de SEMARNAT para aplicación GEF 2013-2018,Fortalecimiento Institucional de la SEMARNAT para la aplicación estratégica de la cooperación con el GEF en las políticas sectoriales 2013-2018,"[{'code': '18', 'name': 'Accelerate structural transformations'}, {'code': '2', 'name': 'Democratic Governance'}]",154004,115635,"[13, 15, 16]",['Close the energy gap'],"['MEX-SECRETARIA DE MEDIO AMBIEN', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,1030746
2068,84933,MEX,Asia-Pacific Group,RBAP,2019,FSP - Env. Sound Mngmnt and Destruction of PCBs Phase 2,"The project addresses the environmentally sound management and elimination of PCBs from electrical equipment and will dispose of 5,000 MT of PCBs and thereby reduce the risk of exposure of PCBs to humans and the environment.","[{'code': '18', 'name': 'Accelerate structural transformations'}]",115301,76592,"[12, 9]",['Close the energy gap'],['Global Environment Fund Truste'],Non-VF,2382891
2069,84934,MEX,Asia-Pacific Group,RBAP,2019,Mecanismo financiero piloto CSA,Desarrollo de un mecanismo financiero piloto para el impulso al mercado de calentadores solares de agua en el sector hotelero de la península de Yucatán.,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",91369,91364,"[1, 13, 7]",['Promote nature-based solutions for a sustainable planet'],['Comisión Nacional para el Uso Eficiente de la Energía'],Non-VF,256487
2070,111102,MEX,Asia-Pacific Group,RBAP,2019,Prueba Piloto Clasificación de Recursos y Reservas,Prueba Piloto para la Clasificación de Recursos y Reservas Petroleras de México conforme a la Clasificación Marco de las Naciones Unidas para la energía fósil y los recursos y reservas minerales 2009.,"[{'code': '18', 'name': 'Accelerate structural transformations'}]",47347,43520,"[13, 7]",['Promote nature-based solutions for a sustainable planet'],['Comisión Nacional de Hidrocarburos(CNH)'],Non-VF,122347
2071,115120,MEX,Asia-Pacific Group,RBAP,2019,"Transparencia, integridad y part. ciud.","Fortalecer los esfuerzos del gobierno de México para incrementar la rendición de cuentas, fiscalización y participación ciudadana y fortalecer iniciativas anticorrupción","[{'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",0,0,[16],"['Strengthen effective, inclusive and accountable governance']",['UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID)'],Non-VF,1900181
2072,118860,MEX,Asia-Pacific Group,RBAP,2020,Sinergia para fortalecer gestión ANP,Generar procesos de gestión que fortalezcan a la Comisión Nacional de Áreas Naturales Protegidas.,"[{'code': '18', 'name': 'Accelerate structural transformations'}]",3352387,3350555,[13],['Close the energy gap'],"['MEX-SECRETARIA DE MEDIO AMBIEN', 'SWEDISH INTERNATIONAL DEVELOPMENT COOPERATION (SIDA)', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,14396494
2073,84929,MEX,Asia-Pacific Group,RBAP,2020,FSP Sound management of POPs,Manejo Adecuado de Residuos conteniendo Compuestos Orgánicos Persistentes en México,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",1455537,553474,"[12, 15, 9]",['Close the energy gap'],['Global Environment Fund Truste'],Non-VF,7506253
2074,62481,MEX,Asia-Pacific Group,RBAP,2020,MABE - Conversión HCFC-141b en refrigeradores,MABE - Conversión de HCFC-141b en la manufactura de espumas aislantes de polituretano rígido en refrigeradores domésticos.,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",1063565,1063565,"[12, 13, 15]","['Others', 'Close the energy gap']","['ClimateWorks Foundation', 'GOVERNMENT OF CANADA', 'MONTREAL PROTOCOL']",Non-VF,6475954
2075,84933,MEX,Asia-Pacific Group,RBAP,2020,FSP - Env. Sound Mngmnt and Destruction of PCBs Phase 2,"The project addresses the environmentally sound management and elimination of PCBs from electrical equipment and will dispose of 5,000 MT of PCBs and thereby reduce the risk of exposure of PCBs to humans and the environment.","[{'code': '18', 'name': 'Accelerate structural transformations'}]",700000,209452,"[12, 9]",['Close the energy gap'],['Global Environment Fund Truste'],Non-VF,2382891
2076,115120,MEX,Asia-Pacific Group,RBAP,2020,"Transparencia, integridad y part. ciud.","Fortalecer los esfuerzos del gobierno de México para incrementar la rendición de cuentas, fiscalización y participación ciudadana y fortalecer iniciativas anticorrupción","[{'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",598832,602269,[16],"['Strengthen effective, inclusive and accountable governance']",['UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID)'],Non-VF,1900181
2077,127483,MEX,Asia-Pacific Group,RBAP,2020,Rec. temprana y resiliente de comunidades ante COVID19,Reducción del impacto económico de la COVID-19 y fomento a la recuperación temprana resiliente en comunidades de México,"[{'code': '18', 'name': 'Accelerate structural transformations'}]",585195,489731,"[12, 13, 15]","['Promote nature-based solutions for a sustainable planet', 'Close the energy gap']","['Gobierno del Estado de Chiapas', 'GOBIERNO DEL ESTADO DE MORELOS', 'UNITED NATIONS FOUNDATION', 'World Vision', 'Z Zurich Foundation']",Non-VF,2001435
2078,122873,MEX,Asia-Pacific Group,RBAP,2020,Mexico´s Third Biennial Update Report (BUR3),To assist Mexico in the preparation and submission of its Third Biennial Update Report (3BUR) for the fulfilment of the obligations under the United Nations Framework Convention on Climate Change (UNFCCC).,"[{'code': '18', 'name': 'Accelerate structural transformations'}]",299000,65800,[13],['Close the energy gap'],['Global Environment Fund Truste'],Non-VF,589850
2079,62482,MEX,Asia-Pacific Group,RBAP,2020,Eliminación HCFcs en sector de espumas de poliuretano,"Estrategia para la eliminación de HCFcs en sector de espumas de poliuretano, en aplicaciones de placa, en México.","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",201008,123866,"[13, 15, 9]",['Close the energy gap'],['MONTREAL PROTOCOL'],Non-VF,11227753
2080,76581,MEX,Asia-Pacific Group,RBAP,2020,Fort. Inst. de SEMARNAT para aplicación GEF 2013-2018,Fortalecimiento Institucional de la SEMARNAT para la aplicación estratégica de la cooperación con el GEF en las políticas sectoriales 2013-2018,"[{'code': '18', 'name': 'Accelerate structural transformations'}, {'code': '2', 'name': 'Democratic Governance'}]",65924,65020,"[13, 15, 16]",['Close the energy gap'],"['MEX-SECRETARIA DE MEDIO AMBIEN', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,1030746
2081,126723,MEX,Asia-Pacific Group,RBAP,2020,Anticorrupción e igualdad INFONAVIT,"Fortalecimiento institucional en materia de integridad, prácticas anticorrupción e igualdad para el Instituto del Fondo Nacional de la Vivienda para los Trabajadores.","[{'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",37156,39476,[16],"['Strengthen effective, inclusive and accountable governance']",['Instituto del Fondo Nacional de la Vivienda para los Trabajadores'],Non-VF,79256
2082,128418,MEX,Asia-Pacific Group,RBAP,2020,"Puebla Resiliente ante Desastres, Fase 1",Fortalecer las capacidades de resiliencia y gestión integral de riesgos en el estado de Puebla,"[{'code': '18', 'name': 'Accelerate structural transformations'}]",0,0,"[11, 13]",['Close the energy gap'],['Gobierno del Estado de Puebla'],Non-VF,311456
2083,129063,MEX,Asia-Pacific Group,RBAP,2020,Prueba piloto implementación de Huertos Agroecológicos,Prueba piloto para ciudadanización y territorialización de la Política Ambiental en el sureste mexicano a través de la implementación de Huertos Agroecológicos,"[{'code': '18', 'name': 'Accelerate structural transformations'}]",0,0,[13],['Close the energy gap'],['MEX-SECRETARIA DE MEDIO AMBIEN'],Non-VF,1013683
2084,129465,MEX,Asia-Pacific Group,RBAP,2020,Seguridad hídrica & resiliencia con SBN ante COVID,Fortalecimiento de la seguridad hídrica y resiliencia de cuencas prioritarias con soluciones basadas en la naturaleza y gobernanza efectiva en el contexto de COVID-19,"[{'code': '18', 'name': 'Accelerate structural transformations'}]",0,0,[13],['Close the energy gap'],['The Coca-Cola Foundation'],Non-VF,270059
2085,118860,MEX,Asia-Pacific Group,RBAP,2021,Sinergia para fortalecer gestión ANP,Generar procesos de gestión que fortalezcan a la Comisión Nacional de Áreas Naturales Protegidas.,"[{'code': '18', 'name': 'Accelerate structural transformations'}]",4068327,2745267,[13],['Close the energy gap'],"['MEX-SECRETARIA DE MEDIO AMBIEN', 'SWEDISH INTERNATIONAL DEVELOPMENT COOPERATION (SIDA)', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,14396494
2086,84929,MEX,Asia-Pacific Group,RBAP,2021,FSP Sound management of POPs,Manejo Adecuado de Residuos conteniendo Compuestos Orgánicos Persistentes en México,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",2429313,1428391,"[12, 15, 9]",['Close the energy gap'],['Global Environment Fund Truste'],Non-VF,7506253
2087,115120,MEX,Asia-Pacific Group,RBAP,2021,"Transparencia, integridad y part. ciud.","Fortalecer los esfuerzos del gobierno de México para incrementar la rendición de cuentas, fiscalización y participación ciudadana y fortalecer iniciativas anticorrupción","[{'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",784294,764553,[16],"['Strengthen effective, inclusive and accountable governance']",['UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID)'],Non-VF,1900181
2088,127483,MEX,Asia-Pacific Group,RBAP,2021,Rec. temprana y resiliente de comunidades ante COVID19,Reducción del impacto económico de la COVID-19 y fomento a la recuperación temprana resiliente en comunidades de México,"[{'code': '18', 'name': 'Accelerate structural transformations'}]",629958,594652,"[12, 13, 15]","['Promote nature-based solutions for a sustainable planet', 'Close the energy gap']","['Gobierno del Estado de Chiapas', 'GOBIERNO DEL ESTADO DE MORELOS', 'UNITED NATIONS FOUNDATION', 'World Vision', 'Z Zurich Foundation']",Non-VF,2001435
2089,84933,MEX,Asia-Pacific Group,RBAP,2021,FSP - Env. Sound Mngmnt and Destruction of PCBs Phase 2,"The project addresses the environmentally sound management and elimination of PCBs from electrical equipment and will dispose of 5,000 MT of PCBs and thereby reduce the risk of exposure of PCBs to humans and the environment.","[{'code': '18', 'name': 'Accelerate structural transformations'}]",290021,245671,"[12, 9]",['Close the energy gap'],['Global Environment Fund Truste'],Non-VF,2382891
2090,129063,MEX,Asia-Pacific Group,RBAP,2021,Prueba piloto implementación de Huertos Agroecológicos,Prueba piloto para ciudadanización y territorialización de la Política Ambiental en el sureste mexicano a través de la implementación de Huertos Agroecológicos,"[{'code': '18', 'name': 'Accelerate structural transformations'}]",196712,180800,[13],['Close the energy gap'],['MEX-SECRETARIA DE MEDIO AMBIEN'],Non-VF,1013683
2091,122873,MEX,Asia-Pacific Group,RBAP,2021,Mexico´s Third Biennial Update Report (BUR3),To assist Mexico in the preparation and submission of its Third Biennial Update Report (3BUR) for the fulfilment of the obligations under the United Nations Framework Convention on Climate Change (UNFCCC).,"[{'code': '18', 'name': 'Accelerate structural transformations'}]",192700,188050,[13],['Close the energy gap'],['Global Environment Fund Truste'],Non-VF,589850
2092,62481,MEX,Asia-Pacific Group,RBAP,2021,MABE - Conversión HCFC-141b en refrigeradores,MABE - Conversión de HCFC-141b en la manufactura de espumas aislantes de polituretano rígido en refrigeradores domésticos.,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",187937,182903,"[12, 13, 15]","['Others', 'Close the energy gap']","['ClimateWorks Foundation', 'GOVERNMENT OF CANADA', 'MONTREAL PROTOCOL']",Non-VF,6475954
2093,129465,MEX,Asia-Pacific Group,RBAP,2021,Seguridad hídrica & resiliencia con SBN ante COVID,Fortalecimiento de la seguridad hídrica y resiliencia de cuencas prioritarias con soluciones basadas en la naturaleza y gobernanza efectiva en el contexto de COVID-19,"[{'code': '18', 'name': 'Accelerate structural transformations'}]",135540,89762,[13],['Close the energy gap'],['The Coca-Cola Foundation'],Non-VF,270059
2094,128418,MEX,Asia-Pacific Group,RBAP,2021,"Puebla Resiliente ante Desastres, Fase 1",Fortalecer las capacidades de resiliencia y gestión integral de riesgos en el estado de Puebla,"[{'code': '18', 'name': 'Accelerate structural transformations'}]",123129,80027,"[11, 13]",['Close the energy gap'],['Gobierno del Estado de Puebla'],Non-VF,311456
2095,62482,MEX,Asia-Pacific Group,RBAP,2021,Eliminación HCFcs en sector de espumas de poliuretano,"Estrategia para la eliminación de HCFcs en sector de espumas de poliuretano, en aplicaciones de placa, en México.","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",117286,113792,"[13, 15, 9]",['Close the energy gap'],['MONTREAL PROTOCOL'],Non-VF,11227753
2096,76581,MEX,Asia-Pacific Group,RBAP,2021,Fort. Inst. de SEMARNAT para aplicación GEF 2013-2018,Fortalecimiento Institucional de la SEMARNAT para la aplicación estratégica de la cooperación con el GEF en las políticas sectoriales 2013-2018,"[{'code': '18', 'name': 'Accelerate structural transformations'}, {'code': '2', 'name': 'Democratic Governance'}]",69810,47835,"[13, 15, 16]",['Close the energy gap'],"['MEX-SECRETARIA DE MEDIO AMBIEN', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,1030746
2097,126723,MEX,Asia-Pacific Group,RBAP,2021,Anticorrupción e igualdad INFONAVIT,"Fortalecimiento institucional en materia de integridad, prácticas anticorrupción e igualdad para el Instituto del Fondo Nacional de la Vivienda para los Trabajadores.","[{'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",42100,40677,[16],"['Strengthen effective, inclusive and accountable governance']",['Instituto del Fondo Nacional de la Vivienda para los Trabajadores'],Non-VF,79256
2098,118860,MEX,Asia-Pacific Group,RBAP,2022,Sinergia para fortalecer gestión ANP,Generar procesos de gestión que fortalezcan a la Comisión Nacional de Áreas Naturales Protegidas.,"[{'code': '18', 'name': 'Accelerate structural transformations'}]",4592160,3972746,[13],['Close the energy gap'],"['MEX-SECRETARIA DE MEDIO AMBIEN', 'SWEDISH INTERNATIONAL DEVELOPMENT COOPERATION (SIDA)', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,14396494
2099,84929,MEX,Asia-Pacific Group,RBAP,2022,FSP Sound management of POPs,Manejo Adecuado de Residuos conteniendo Compuestos Orgánicos Persistentes en México,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",1737803,1397808,"[12, 15, 9]",['Close the energy gap'],['Global Environment Fund Truste'],Non-VF,7506253
2100,84933,MEX,Asia-Pacific Group,RBAP,2022,FSP - Env. Sound Mngmnt and Destruction of PCBs Phase 2,"The project addresses the environmentally sound management and elimination of PCBs from electrical equipment and will dispose of 5,000 MT of PCBs and thereby reduce the risk of exposure of PCBs to humans and the environment.","[{'code': '18', 'name': 'Accelerate structural transformations'}]",1277569,281377,"[12, 9]",['Close the energy gap'],['Global Environment Fund Truste'],Non-VF,2382891
2101,129063,MEX,Asia-Pacific Group,RBAP,2022,Prueba piloto implementación de Huertos Agroecológicos,Prueba piloto para ciudadanización y territorialización de la Política Ambiental en el sureste mexicano a través de la implementación de Huertos Agroecológicos,"[{'code': '18', 'name': 'Accelerate structural transformations'}]",816971,247979,[13],['Close the energy gap'],['MEX-SECRETARIA DE MEDIO AMBIEN'],Non-VF,1013683
2102,127483,MEX,Asia-Pacific Group,RBAP,2022,Rec. temprana y resiliente de comunidades ante COVID19,Reducción del impacto económico de la COVID-19 y fomento a la recuperación temprana resiliente en comunidades de México,"[{'code': '18', 'name': 'Accelerate structural transformations'}]",786282,446284,"[12, 13, 15]","['Promote nature-based solutions for a sustainable planet', 'Close the energy gap']","['Gobierno del Estado de Chiapas', 'GOBIERNO DEL ESTADO DE MORELOS', 'UNITED NATIONS FOUNDATION', 'World Vision', 'Z Zurich Foundation']",Non-VF,2001435
2103,115120,MEX,Asia-Pacific Group,RBAP,2022,"Transparencia, integridad y part. ciud.","Fortalecer los esfuerzos del gobierno de México para incrementar la rendición de cuentas, fiscalización y participación ciudadana y fortalecer iniciativas anticorrupción","[{'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",517055,492330,[16],"['Strengthen effective, inclusive and accountable governance']",['UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID)'],Non-VF,1900181
2104,128418,MEX,Asia-Pacific Group,RBAP,2022,"Puebla Resiliente ante Desastres, Fase 1",Fortalecer las capacidades de resiliencia y gestión integral de riesgos en el estado de Puebla,"[{'code': '18', 'name': 'Accelerate structural transformations'}]",188327,125208,"[11, 13]",['Close the energy gap'],['Gobierno del Estado de Puebla'],Non-VF,311456
2105,136634,MEX,Asia-Pacific Group,RBAP,2022,INE- Violencia política contra las mujeres,"Generar las herramientas para la atención, defensa y eliminación de la violencia política contra las mujeres en razón de género, desde la sociedad civil y los partidos políticos, con énfasis en candidatas de comunidades indígenas.","[{'code': '18', 'name': 'Accelerate structural transformations'}]",171937,44761,"[16, 5]",['Close the energy gap'],"['AGENCIA ESPANOLA DE COOPERACION INTERNACIONAL', 'Instituto Nacional Electoral']",Non-VF,171937
2106,129465,MEX,Asia-Pacific Group,RBAP,2022,Seguridad hídrica & resiliencia con SBN ante COVID,Fortalecimiento de la seguridad hídrica y resiliencia de cuencas prioritarias con soluciones basadas en la naturaleza y gobernanza efectiva en el contexto de COVID-19,"[{'code': '18', 'name': 'Accelerate structural transformations'}]",134519,97472,[13],['Close the energy gap'],['The Coca-Cola Foundation'],Non-VF,270059
2107,122873,MEX,Asia-Pacific Group,RBAP,2022,Mexico´s Third Biennial Update Report (BUR3),To assist Mexico in the preparation and submission of its Third Biennial Update Report (3BUR) for the fulfilment of the obligations under the United Nations Framework Convention on Climate Change (UNFCCC).,"[{'code': '18', 'name': 'Accelerate structural transformations'}]",98150,97997,[13],['Close the energy gap'],['Global Environment Fund Truste'],Non-VF,589850
2108,144292,MEX,Asia-Pacific Group,RBAP,2022,Fort. com rurales y costeras ante cambio climático,"Fortalecimiento de comunidades rurales y costeras en el sureste de México para aumentar sus capacidades de la recuperación y resiliencia ante el cambio climático, a través de acciones de inversión, restauración y de gobernanza locales.","[{'code': '18', 'name': 'Accelerate structural transformations'}]",97794,854,[13],['Close the energy gap'],"['UNITED NATIONS FOUNDATION', 'World Resource Institute']",Non-VF,97794
2109,142201,MEX,Asia-Pacific Group,RBAP,2022,Comunidades y paisajes prósperos,"Impulso a un fondo para Comunidades Prósperas y Sostenibles y brindar acompañamiento técnico necesario, que permitan a las comunidades emprender acciones colectivas para mejorar la resiliencia socioambiental de sus paisajes de producción.","[{'code': '18', 'name': 'Accelerate structural transformations'}]",74640,5492,"[13, 15]",['Close the energy gap'],['The Nature Conservancy'],Non-VF,74640
2110,76581,MEX,Asia-Pacific Group,RBAP,2022,Fort. Inst. de SEMARNAT para aplicación GEF 2013-2018,Fortalecimiento Institucional de la SEMARNAT para la aplicación estratégica de la cooperación con el GEF en las políticas sectoriales 2013-2018,"[{'code': '18', 'name': 'Accelerate structural transformations'}, {'code': '2', 'name': 'Democratic Governance'}]",408,225,"[13, 15, 16]",['Close the energy gap'],"['MEX-SECRETARIA DE MEDIO AMBIEN', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,1030746
2111,106196,FSM,Asia-Pacific Group,RBAP,2017,Micronesia Public Sector Buildings Energy Efficiency (PSBEE) project,"Overall, the project targets to design and develop the Project Document and CEO Endorsement Request Document for the FSM Medium Sized Project on MPSBEE by August 2018.","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",32500,0,[13],['Enhance national prevention and recovery capacities for resilient societies'],"['Global Environment Fund Truste', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,120050
2112,106196,FSM,Asia-Pacific Group,RBAP,2018,Micronesia Public Sector Buildings Energy Efficiency (PSBEE) project,"Overall, the project targets to design and develop the Project Document and CEO Endorsement Request Document for the FSM Medium Sized Project on MPSBEE by August 2018.","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",50000,32605,[13],['Enhance national prevention and recovery capacities for resilient societies'],"['Global Environment Fund Truste', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,120050
2113,106196,FSM,Asia-Pacific Group,RBAP,2019,Micronesia Public Sector Buildings Energy Efficiency (PSBEE) project,"Overall, the project targets to design and develop the Project Document and CEO Endorsement Request Document for the FSM Medium Sized Project on MPSBEE by August 2018.","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",14276,4121,[13],['Enhance national prevention and recovery capacities for resilient societies'],"['Global Environment Fund Truste', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,120050
2114,106196,FSM,Asia-Pacific Group,RBAP,2020,Micronesia Public Sector Buildings Energy Efficiency (PSBEE) project,"Overall, the project targets to design and develop the Project Document and CEO Endorsement Request Document for the FSM Medium Sized Project on MPSBEE by August 2018.","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",23274,4004,[13],['Enhance national prevention and recovery capacities for resilient societies'],"['Global Environment Fund Truste', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,120050
2115,112839,FSM,Asia-Pacific Group,RBAP,2021,Micronesia Public Sector Buildings Energy Efficiency,"The MPSBEE project will improve the application of energy conserving and energy efficient (EC&EE) techniques and practices in the design, retrofit, and ongoing operation and maintenance (O&M) of public sector buildings in FSM.","[{'code': '18', 'name': 'Accelerate structural transformations'}]",75738,75738,[13],['Enhance national prevention and recovery capacities for resilient societies'],['Global Environment Fund Truste'],Non-VF,916370
2116,106196,FSM,Asia-Pacific Group,RBAP,2021,Micronesia Public Sector Buildings Energy Efficiency (PSBEE) project,"Overall, the project targets to design and develop the Project Document and CEO Endorsement Request Document for the FSM Medium Sized Project on MPSBEE by August 2018.","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",0,5989,[13],['Enhance national prevention and recovery capacities for resilient societies'],"['Global Environment Fund Truste', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,120050
2117,112839,FSM,Asia-Pacific Group,RBAP,2022,Micronesia Public Sector Buildings Energy Efficiency,"The MPSBEE project will improve the application of energy conserving and energy efficient (EC&EE) techniques and practices in the design, retrofit, and ongoing operation and maintenance (O&M) of public sector buildings in FSM.","[{'code': '18', 'name': 'Accelerate structural transformations'}]",840632,476363,[13],['Enhance national prevention and recovery capacities for resilient societies'],['Global Environment Fund Truste'],Non-VF,916370
2118,61146,MDA,Asia-Pacific Group,RBAP,2012,Moldova Energy and Biomass Project,"The Project aims to contribute to a more secure, competitive and sustainable energy production in Moldova through targeted support to the most viable and readily available local source of renewable energy, namely biomass from agricultural wastes.","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",8056370,7658895,[7],"['Others', 'Close the energy gap']","['EUROPEAN COMMISSION', 'GOVERNMENT OF MOLDOVA, REPUBLIC OF', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,30107616
